联赛,赛季,轮次,比赛时间,主队,完场比分,客队,半场比分,bet365亚盘初盘,bet365大小球初盘,bet365胜平负初盘,主队近30场比赛积分,客队近30场比赛积分,主队近3场比赛积分,客队近3场比赛积分,主客队近3场强弱
"西班牙甲组联赛","2025-2026","R_13","2025-11-23 04:00","比利亚雷亚尔","2-1","马洛卡","1-1","","","",63,30,9,4,5
"法国甲组联赛","2025-2026","R_13","2025-11-23 04:05","巴黎圣日尔曼","3-0","勒阿弗尔","1-0","","","",71,36,7,5,2
"巴西甲组联赛","2025","R_35","2025-11-23 06:30","博塔弗戈","3-2","格雷米奥","2-0","","","",50,40,7,4,3
"巴西甲组联赛","2025","R_35","2025-11-23 08:30","弗拉门戈","3-0","布拉干蒂诺RB","0-0","","","",61,38,6,9,-3
"巴西甲组联赛","2025","R_35","2025-11-23 08:30","帕尔梅拉斯","0-0","弗鲁米嫩塞","0-0","","","",59,45,1,7,-6
"荷兰甲组联赛","2025-2026","R_13","2025-11-23 19:15","海伦芬","3-1","阿尔克马尔","2-0","","","",14,27,2,6,-4
"意大利甲组联赛","2025-2026","R_12","2025-11-23 19:30","维罗纳","1-2","帕尔马","0-1","","","",24,25,1,1,0
"英格兰冠军联赛","2025-2026","R_16","2025-11-23 20:00","谢周三","0-3","谢菲尔德联队","0-1","","","",8,10,2,1,1
"德国乙组联赛","2025-2026","R_13","2025-11-23 20:30","凯泽斯劳滕","4-1","荷尔斯泰因","4-1","","","",20,32,2,4,-2
"德国乙组联赛","2025-2026","R_13","2025-11-23 20:30","卡尔斯鲁厄","2-3","埃弗斯堡","0-1","","","",21,23,6,1,5
"德国乙组联赛","2025-2026","R_13","2025-11-23 20:30","纽伦堡","2-0","比勒菲尔德","0-0","","","",15,17,7,7,0
"西班牙甲组联赛","2025-2026","R_13","2025-11-23 21:00","皇家奥维耶多","0-0","巴列卡诺","0-0","","","",8,41,2,4,-2
"荷兰甲组联赛","2025-2026","R_13","2025-11-23 21:30","费耶诺德","2-4","奈梅亨","1-1","","","",28,18,3,4,-1
"荷兰甲组联赛","2025-2026","R_13","2025-11-23 21:30","特尔斯达","1-1","乌德勒支","0-0","","","",9,20,2,6,-4
"法国甲组联赛","2025-2026","R_13","2025-11-23 22:00","欧塞尔","0-0","里昂","0-0","","","",28,49,0,2,-2
"意大利甲组联赛","2025-2026","R_12","2025-11-23 22:00","克雷莫纳","1-3","罗马","0-1","","","",14,70,3,6,-3
"英格兰超级联赛","2025-2026","R_12","2025-11-23 22:00","利兹联","1-2","阿斯顿维拉","1-0","","","",11,55,3,6,-3
"德国甲组联赛","2025-2026","R_11","2025-11-23 22:30","RB莱比锡","2-0","云达不莱梅","0-0","","","",46,44,6,7,-1
"西班牙甲组联赛","2025-2026","R_13","2025-11-23 23:15","皇家贝蒂斯","1-1","赫罗纳","0-1","","","",55,23,4,4,0
"荷兰甲组联赛","2025-2026","R_13","2025-11-24 00:00","格罗宁根","2-2","兹沃勒","1-1","","","",19,12,4,4,0
"法国甲组联赛","2025-2026","R_13","2025-11-24 00:15","布雷斯特","3-2","梅斯","1-1","","","",41,24,1,9,-8
"法国甲组联赛","2025-2026","R_13","2025-11-24 00:15","图卢兹","0-1","昂热","0-1","","","",34,33,3,4,-1
"法国甲组联赛","2025-2026","R_13","2025-11-24 00:15","南特","1-1","洛里昂","0-1","","","",31,27,1,2,-1
"英格兰超级联赛","2025-2026","R_12","2025-11-24 00:30","阿森纳","4-1","托特纳姆热刺","2-0","","","",61,32,7,4,3
"德国甲组联赛","2025-2026","R_11","2025-11-24 00:30","圣保利","0-1","柏林联合","0-1","","","",28,36,0,2,-2
"意大利甲组联赛","2025-2026","R_12","2025-11-24 01:00","拉齐奥","2-0","莱切","1-0","","","",45,27,4,4,0
"西班牙甲组联赛","2025-2026","R_13","2025-11-24 01:30","赫塔菲","0-1","马德里竞技","0-0","","","",39,57,6,9,-3
"巴西甲组联赛","2025","R_35","2025-11-24 03:00","圣保罗","2-1","尤文图德","1-0","","","",41,27,1,7,-6
"巴西甲组联赛","2025","R_35","2025-11-24 03:00","巴伊亚","1-0","瓦斯科达伽马","0-0","","","",50,36,1,0,1
"法国甲组联赛","2025-2026","R_13","2025-11-24 03:45","里尔","4-2","巴黎足球会","1-1","","","",52,14,3,4,-1
"意大利甲组联赛","2025-2026","R_12","2025-11-24 03:45","国际米兰","0-1","AC米兰","0-0","","","",61,54,9,5,4
"西班牙甲组联赛","2025-2026","R_13","2025-11-24 04:00","埃尔切","2-2","皇家马德里","0-0","","","",15,69,1,7,-6
"巴西甲组联赛","2025","R_35","2025-11-24 05:30","累西腓体育","1-3","维多利亚","1-2","","","",16,32,0,5,-5
"巴西甲组联赛","2025","R_35","2025-11-24 07:30","克鲁塞罗","3-0","科林蒂安","1-0","","","",58,41,5,3,2
"意大利甲组联赛","2025-2026","R_12","2025-11-25 01:30","都灵","1-5","科莫","1-1","","","",37,48,3,5,-2
"荷兰乙组联赛","2025-2026","R_17","2025-11-25 03:00","阿尔梅勒城","3-0","芬洛","2-0","","","",17,21,6,3,3
"荷兰乙组联赛","2025-2026","R_17","2025-11-25 03:00","赫尔蒙德","2-1","阿贾克斯青年队","1-0","","","",19,9,3,1,2
"荷兰乙组联赛","2025-2026","R_17","2025-11-25 03:00","阿尔克马尔青年队","0-1","奥斯","0-1","","","",17,16,3,2,1
"荷兰乙组联赛","2025-2026","R_17","2025-11-25 03:00","乌德勒支青年队","3-2","邓伯什","1-0","","","",17,26,2,6,-4
"法国乙组联赛","2025-2026","R_15","2025-11-25 03:45","兰斯","2-0","蒙彼利埃","1-0","","","",34,28,6,7,-1
"意大利甲组联赛","2025-2026","R_12","2025-11-25 03:45","萨索洛","2-2","比萨","1-1","","","",27,9,6,5,1
"西班牙甲组联赛","2025-2026","R_13","2025-11-25 04:00","西班牙人","2-1","塞维利亚","0-0","","","",41,31,3,3,0
"英格兰超级联赛","2025-2026","R_12","2025-11-25 04:00","曼彻斯特联","0-1","埃弗顿","0-1","","","",38,46,5,4,1
"巴西甲组联赛","2025","R_35","2025-11-25 06:00","米拉索","3-0","塞阿拉","2-0","","","",55,35,4,4,0
"巴西甲组联赛","2025","R_35","2025-11-25 08:00","巴西国际","1-1","桑托斯","1-0","","","",35,33,4,4,0
"法国乙组联赛","2025-2026","R_11","2025-11-26 03:00","巴斯蒂亚","0-2","拉瓦勒","0-1","","","",7,12,3,3,0
"荷兰乙组联赛","2025-2026","R_17","2025-11-26 03:00","海牙","3-2","格拉夫夏普","1-2","","","",40,25,6,9,-3
"荷兰乙组联赛","2025-2026","R_17","2025-11-26 03:00","罗达JC","1-2","多德勒支","0-1","","","",27,21,2,2,0
"荷兰乙组联赛","2025-2026","R_17","2025-11-26 03:00","瓦尔韦克","1-0","马斯特里赫特","1-0","","","",23,15,2,0,2
"荷兰乙组联赛","2025-2026","R_17","2025-11-26 03:00","维迪斯","3-1","埃因霍温青年队","2-1","","","",19,28,4,7,-3
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 03:45","赫尔城","0-2","伊普斯维奇","0-0","","","",25,30,3,5,-2
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 03:45","米德尔斯堡","2-4","考文垂","1-2","","","",30,37,5,9,-4
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 03:45","斯托克城","3-0","查尔顿","3-0","","","",27,23,3,3,0
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 03:45","沃特福德","1-1","普雷斯顿","1-1","","","",23,26,5,4,1
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 03:45","斯旺西","1-2","德比郡","0-1","","","",17,23,0,6,-6
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 03:45","诺维奇","1-1","牛津联队","1-0","","","",9,14,1,1,0
"英格兰冠军联赛","2025-2026","R_17","2025-11-26 04:00","南安普敦","3-0","莱斯特城","3-0","","","",24,32,9,7,2
"巴西甲组联赛","2025","R_36","2025-11-26 08:30","格雷米奥","3-2","帕尔梅拉斯","1-1","","","",39,57,4,2,2
"巴西甲组联赛","2025","R_36","2025-11-26 08:30","米内罗竞技","1-1","弗拉门戈","1-0","","","",42,63,4,6,-2
"英格兰冠军联赛","2025-2026","R_17","2025-11-27 03:45","雷克瑟姆","2-0","布里斯托城","1-0","","","",22,26,5,4,1
"英格兰冠军联赛","2025-2026","R_17","2025-11-27 03:45","布莱克本","0-1","女王公园巡游者","0-0","","","",19,22,6,4,2
"英格兰冠军联赛","2025-2026","R_17","2025-11-27 03:45","米尔沃尔","1-0","谢周三","0-0","","","",25,8,1,1,0
"英格兰冠军联赛","2025-2026","R_17","2025-11-27 03:45","谢菲尔德联队","3-0","朴茨茅斯","1-0","","","",13,17,4,4,0
"英格兰冠军联赛","2025-2026","R_17","2025-11-27 04:00","西布罗姆维奇","1-1","伯明翰","1-0","","","",21,24,3,6,-3
"巴西甲组联赛","2025","R_36","2025-11-27 06:00","布拉干蒂诺RB","0-1","福塔雷萨","0-0","","","",35,29,6,5,1
"巴西甲组联赛","2025","R_36","2025-11-28 07:30","弗鲁米嫩塞","6-0","圣保罗","3-0","","","",45,41,5,3,2
"德国乙组联赛","2025-2026","R_14","2025-11-29 01:30","汉诺威96","3-0","卡尔斯鲁厄","0-0","","","",24,21,4,3,1
"德国乙组联赛","2025-2026","R_14","2025-11-29 01:30","沙尔克04","2-1","帕德博恩","1-1","","","",28,29,4,6,-2
"荷兰甲组联赛","2025-2026","R_14","2025-11-29 03:00","兹沃勒","2-1","海伦芬","2-1","","","",13,17,4,4,0
"荷兰乙组联赛","2025-2026","R_18","2025-11-29 03:00","坎布尔","0-0","赫尔蒙德","0-0","","","",37,22,7,3,4
"荷兰乙组联赛","2025-2026","R_18","2025-11-29 03:00","邓伯什","2-1","威廉二世","2-1","","","",26,26,6,5,1
"荷兰乙组联赛","2025-2026","R_18","2025-11-29 03:00","多德勒支","1-2","乌德勒支青年队","0-0","","","",24,20,5,4,1
"荷兰乙组联赛","2025-2026","R_18","2025-11-29 03:00","埃门","4-2","阿尔克马尔青年队","2-1","","","",22,17,5,3,2
"荷兰乙组联赛","2025-2026","R_18","2025-11-29 03:00","芬洛","0-3","海牙","0-1","","","",21,43,3,6,-3
"德国甲组联赛","2025-2026","R_12","2025-11-29 03:30","门兴格拉德巴赫","0-0","RB莱比锡","0-0","","","",33,49,9,6,3
"法国甲组联赛","2025-2026","R_14","2025-11-29 03:45","梅斯","0-1","雷恩","0-1","","","",24,45,6,9,-3
"意大利甲组联赛","2025-2026","R_13","2025-11-29 03:45","科莫","2-0","萨索洛","1-0","","","",51,28,5,4,1
"西班牙甲组联赛","2025-2026","R_14","2025-11-29 04:00","赫塔菲","1-0","埃尔切","0-0","","","",36,16,3,2,1
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 04:00","牛津联队","2-1","伊普斯维奇","1-0","","","",15,33,2,7,-5
"葡萄牙超级联赛","2025-2026","R_12","2025-11-29 04:15","吉马良斯","4-0","AVS俱乐部","3-0","","","",45,17,3,2,1
"巴西甲组联赛","2025","R_36","2025-11-29 06:00","尤文图德","1-1","巴伊亚","1-1","","","",26,50,4,4,0
"巴西甲组联赛","2025","R_36","2025-11-29 06:30","瓦斯科达伽马","5-1","巴西国际","2-1","","","",35,35,0,5,-5
"巴西甲组联赛","2025","R_36","2025-11-29 08:30","桑托斯","3-0","累西腓体育","2-0","","","",34,16,5,0,5
"德国乙组联赛","2025-2026","R_14","2025-11-29 20:00","荷尔斯泰因","0-1","柏林赫塔","0-0","","","",29,23,3,9,-6
"德国乙组联赛","2025-2026","R_14","2025-11-29 20:00","布伦瑞克","2-0","凯泽斯劳滕","1-0","","","",10,23,0,4,-4
"德国乙组联赛","2025-2026","R_14","2025-11-29 20:00","菲尔特","0-3","波鸿","0-3","","","",13,27,3,6,-3
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 20:30","朴茨茅斯","0-1","布里斯托城","0-1","","","",17,26,3,4,-1
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 20:30","莱斯特城","2-3","谢菲尔德联队","0-3","","","",32,16,6,7,-1
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 20:30","斯托克城","1-2","赫尔城","1-0","","","",30,25,3,3,0
"西班牙甲组联赛","2025-2026","R_14","2025-11-29 21:00","马洛卡","2-2","奥萨苏纳","0-0","","","",30,36,3,1,2
"意大利甲组联赛","2025-2026","R_13","2025-11-29 22:00","热那亚","2-1","维罗纳","1-1","","","",28,24,5,1,4
"意大利甲组联赛","2025-2026","R_13","2025-11-29 22:00","帕尔马","0-2","乌迪内斯","0-1","","","",28,33,4,3,1
"德国甲组联赛","2025-2026","R_12","2025-11-29 22:30","霍芬海姆","3-0","奥格斯堡","3-0","","","",38,37,7,3,4
"德国甲组联赛","2025-2026","R_12","2025-11-29 22:30","柏林联合","1-2","海登海姆","1-0","","","",39,24,5,1,4
"德国甲组联赛","2025-2026","R_12","2025-11-29 22:30","云达不莱梅","1-1","科隆","1-0","","","",41,31,4,3,1
"德国甲组联赛","2025-2026","R_12","2025-11-29 22:30","拜仁慕尼黑","3-1","圣保利","1-1","","","",77,25,7,0,7
"英格兰超级联赛","2025-2026","R_13","2025-11-29 23:00","布伦特福德","3-1","伯恩利","0-0","","","",45,10,3,0,3
"英格兰超级联赛","2025-2026","R_13","2025-11-29 23:00","曼彻斯特城","3-2","利兹联","2-0","","","",59,11,6,0,6
"英格兰超级联赛","2025-2026","R_13","2025-11-29 23:00","桑德兰","3-2","伯恩茅斯","1-2","","","",22,42,2,1,1
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","西布罗姆维奇","3-2","斯旺西","0-2","","","",22,17,4,0,4
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","雷克瑟姆","1-1","布莱克本","0-1","","","",25,19,7,3,4
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","米德尔斯堡","2-1","德比郡","0-1","","","",30,26,4,6,-2
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","米尔沃尔","3-2","南安普敦","0-0","","","",28,27,4,9,-5
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","诺维奇","3-1","女王公园巡游者","3-1","","","",10,25,1,7,-6
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","谢周三","2-3","普雷斯顿","2-1","","","",8,27,0,2,-2
"英格兰冠军联赛","2025-2026","R_18","2025-11-29 23:00","考文垂","3-1","查尔顿","2-1","","","",40,23,9,0,9
"西班牙甲组联赛","2025-2026","R_14","2025-11-29 23:15","巴塞罗那","3-1","阿拉维斯","2-1","","","",77,36,9,3,6
"荷兰甲组联赛","2025-2026","R_14","2025-11-29 23:30","SBV精英","1-0","布雷达","1-0","","","",13,12,4,3,1
"荷兰乙组联赛","2025-2026","R_18","2025-11-29 23:30","奥斯","1-2","阿尔梅勒城","1-1","","","",19,20,5,6,-1
"葡萄牙超级联赛","2025-2026","R_12","2025-11-29 23:30","摩里伦斯","2-2","法马利康","0-1","","","",38,47,3,6,-3
"葡萄牙超级联赛","2025-2026","R_12","2025-11-29 23:30","卡萨比亚","0-2","艾华卡","0-0","","","",34,11,1,1,0
"法国甲组联赛","2025-2026","R_14","2025-11-30 00:00","摩纳哥","1-0","巴黎圣日尔曼","0-0","","","",50,71,0,9,-9
"意大利甲组联赛","2025-2026","R_13","2025-11-30 01:00","尤文图斯","2-1","卡利亚里","2-1","","","",56,29,5,2,3
"西班牙甲组联赛","2025-2026","R_14","2025-11-30 01:30","莱万特","0-2","毕尔巴鄂竞技","0-2","","","",9,47,0,3,-3
"英格兰超级联赛","2025-2026","R_13","2025-11-30 01:30","埃弗顿","1-4","纽卡斯尔联","0-3","","","",49,46,7,3,4
"德国甲组联赛","2025-2026","R_12","2025-11-30 01:30","勒沃库森","1-2","多特蒙德","0-1","","","",60,54,6,5,1
"荷兰甲组联赛","2025-2026","R_14","2025-11-30 01:45","福图纳锡塔德","1-1","赫拉克莱斯","1-0","","","",17,12,4,9,-5
"法国甲组联赛","2025-2026","R_14","2025-11-30 02:00","巴黎足球会","1-1","欧塞尔","1-1","","","",14,28,3,1,2
"葡萄牙超级联赛","2025-2026","R_12","2025-11-30 02:00","葡萄牙国民","1-2","本菲卡","0-0","","","",33,67,2,7,-5
"巴西甲组联赛","2025","R_36","2025-11-30 03:00","维多利亚","2-0","米拉索","1-0","","","",34,57,5,7,-2
"德国乙组联赛","2025-2026","R_14","2025-11-30 03:30","马格德堡","3-0","纽伦堡","0-0","","","",7,18,0,9,-9
"意大利甲组联赛","2025-2026","R_13","2025-11-30 03:45","AC米兰","1-0","拉齐奥","0-0","","","",57,47,7,6,1
"荷兰甲组联赛","2025-2026","R_14","2025-11-30 04:00","奈梅亨","3-1","鹿特丹斯巴达","2-0","","","",21,17,6,1,5
"西班牙甲组联赛","2025-2026","R_14","2025-11-30 04:00","马德里竞技","2-0","皇家奥维耶多","2-0","","","",59,9,9,2,7
"英格兰超级联赛","2025-2026","R_13","2025-11-30 04:00","托特纳姆热刺","1-2","富勒姆","0-2","","","",32,38,1,6,-5
"法国甲组联赛","2025-2026","R_14","2025-11-30 04:05","马赛","2-2","图卢兹","0-1","","","",57,34,9,2,7
"葡萄牙超级联赛","2025-2026","R_12","2025-11-30 04:30","吉维森特","0-1","通德拉","0-1","","","",40,6,7,1,6
"巴西甲组联赛","2025","R_36","2025-11-30 08:00","塞阿拉","1-1","克鲁塞罗","0-0","","","",35,61,3,5,-2
"荷兰甲组联赛","2025-2026","R_14","2025-11-30 19:15","埃因霍温","3-0","福伦丹","2-0","","","",34,14,9,4,5
"荷兰乙组联赛","2025-2026","R_18","2025-11-30 19:15","马斯特里赫特","0-0","罗达JC","0-0","","","",15,27,0,1,-1
"意大利甲组联赛","2025-2026","R_13","2025-11-30 19:30","莱切","2-1","都灵","2-0","","","",24,36,4,2,2
"英格兰超级联赛","2025-2026","R_13","2025-11-30 20:00","水晶宫","1-2","曼彻斯特联","1-0","","","",52,37,7,2,5
"德国乙组联赛","2025-2026","R_14","2025-11-30 20:30","埃弗斯堡","0-0","达姆施塔特","0-0","","","",26,32,4,7,-3
"德国乙组联赛","2025-2026","R_14","2025-11-30 20:30","德累斯顿","2-1","杜塞尔多夫","1-0","","","",10,14,3,4,-1
"德国乙组联赛","2025-2026","R_14","2025-11-30 20:30","比勒菲尔德","1-2","普鲁士明斯特","1-1","","","",17,15,4,4,0
"西班牙甲组联赛","2025-2026","R_14","2025-11-30 21:00","皇家社会","2-3","比利亚雷亚尔","0-1","","","",34,65,7,9,-2
"荷兰甲组联赛","2025-2026","R_14","2025-11-30 21:30","前进之鹰","2-2","乌德勒支","0-1","","","",17,21,3,7,-4
"荷兰甲组联赛","2025-2026","R_14","2025-11-30 21:30","特尔斯达","1-2","费耶诺德","0-1","","","",10,28,3,3,0
"法国甲组联赛","2025-2026","R_14","2025-11-30 22:00","斯特拉斯堡","1-2","布雷斯特","1-0","","","",56,41,3,4,-1
"意大利甲组联赛","2025-2026","R_13","2025-11-30 22:00","比萨","0-2","国际米兰","0-0","","","",10,58,5,6,-1
"英格兰超级联赛","2025-2026","R_13","2025-11-30 22:05","阿斯顿维拉","1-0","狼队","0-0","","","",55,28,6,0,6
"英格兰超级联赛","2025-2026","R_13","2025-11-30 22:05","诺丁汉森林","0-2","布莱顿","0-1","","","",37,52,7,7,0
"英格兰超级联赛","2025-2026","R_13","2025-11-30 22:05","西汉姆联","0-2","利物浦","0-0","","","",31,55,7,3,4
"德国甲组联赛","2025-2026","R_12","2025-11-30 22:30","汉堡","2-1","斯图加特","1-0","","","",9,49,1,4,-3
"西班牙甲组联赛","2025-2026","R_14","2025-11-30 23:15","塞维利亚","0-2","皇家贝蒂斯","0-0","","","",30,53,3,5,-2
"葡萄牙超级联赛","2025-2026","R_12","2025-11-30 23:30","里奥阿维","1-1","圣克拉拉","1-1","","","",34,41,4,3,1
"荷兰甲组联赛","2025-2026","R_14","2025-11-30 23:45","特温特","1-0","阿尔克马尔","0-0","","","",17,27,3,3,0
"荷兰乙组联赛","2025-2026","R_18","2025-11-30 23:45","格拉夫夏普","2-0","FC埃因霍温","2-0","","","",25,18,6,4,2
"法国甲组联赛","2025-2026","R_14","2025-12-01 00:15","昂热","1-2","朗斯","0-1","","","",33,53,6,9,-3
"法国甲组联赛","2025-2026","R_14","2025-12-01 00:15","勒阿弗尔","0-1","里尔","0-0","","","",36,54,2,6,-4
"法国甲组联赛","2025-2026","R_14","2025-12-01 00:15","洛里昂","3-1","尼斯","2-1","","","",28,47,2,0,2
"英格兰超级联赛","2025-2026","R_13","2025-12-01 00:30","切尔西","1-1","阿森纳","0-0","","","",56,63,9,7,2
"德国甲组联赛","2025-2026","R_12","2025-12-01 00:30","法兰克福","1-1","沃尔夫斯堡","0-0","","","",53,30,7,0,7
"意大利甲组联赛","2025-2026","R_13","2025-12-01 01:00","亚特兰大","2-0","佛罗伦萨","1-0","","","",44,38,0,2,-2
"西班牙甲组联赛","2025-2026","R_14","2025-12-01 01:30","塞尔塔","0-1","西班牙人","0-0","","","",46,43,6,3,3
"葡萄牙超级联赛","2025-2026","R_12","2025-12-01 02:00","里斯本竞技","4-0","阿马多拉","3-0","","","",73,25,9,4,5
"德国甲组联赛","2025-2026","R_12","2025-12-01 02:30","弗赖堡","4-0","美因茨","2-0","","","",44,33,4,2,2
"巴西甲组联赛","2025","R_36","2025-12-01 03:00","科林蒂安","2-2","博塔弗戈","1-0","","","",38,53,3,7,-4
"法国甲组联赛","2025-2026","R_14","2025-12-01 03:45","里昂","3-0","南特","0-0","","","",50,31,2,2,0
"意大利甲组联赛","2025-2026","R_13","2025-12-01 03:45","罗马","0-1","那不勒斯","0-1","","","",72,60,6,4,2
"西班牙甲组联赛","2025-2026","R_14","2025-12-01 04:00","赫罗纳","1-1","皇家马德里","1-0","","","",24,67,4,5,-1
"葡萄牙超级联赛","2025-2026","R_12","2025-12-01 04:30","波尔图","1-0","埃斯托里尔","1-0","","","",65,45,9,7,2
"巴西甲组联赛","2025","R_35","2025-12-01 05:30","福塔雷萨","1-0","米内罗竞技","1-0","","","",32,40,7,2,5
"荷兰乙组联赛","2025-2026","R_18","2025-12-02 03:00","埃因霍温青年队","3-1","瓦尔韦克","1-0","","","",28,26,4,4,0
"荷兰乙组联赛","2025-2026","R_18","2025-12-02 03:00","阿贾克斯青年队","2-0","维迪斯","1-0","","","",9,22,1,4,-3
"意大利甲组联赛","2025-2026","R_13","2025-12-02 03:45","博洛尼亚","1-3","克雷莫纳","1-2","","","",53,14,9,0,9
"西班牙甲组联赛","2025-2026","R_14","2025-12-02 04:00","巴列卡诺","1-1","巴伦西亚","1-0","","","",39,43,2,4,-2
"英格兰冠军联赛","2025-2026","R_18","2025-12-02 04:00","伯明翰","2-1","沃特福德","2-0","","","",25,24,4,5,-1
"葡萄牙超级联赛","2025-2026","R_12","2025-12-02 04:15","阿罗卡","0-4","布拉加","0-3","","","",36,54,0,6,-6
"荷兰甲组联赛","2025-2026","R_14","2025-12-02 21:30","阿贾克斯","2-0","格罗宁根","1-0","","","",20,20,1,2,-1
"英格兰超级联赛","2025-2026","R_14","2025-12-03 03:30","伯恩茅斯","0-1","埃弗顿","0-0","","","",41,46,1,6,-5
"英格兰超级联赛","2025-2026","R_14","2025-12-03 03:30","富勒姆","4-5","曼彻斯特城","1-3","","","",41,61,6,6,0
"英格兰冠军联赛","2025-2026","R_6","2025-12-03 03:45","布莱克本","1-1","伊普斯维奇","0-0","","","",20,32,4,4,0
"西班牙甲组联赛","2025-2026","R_19","2025-12-03 04:00","巴塞罗那","3-1","马德里竞技","1-1","","","",77,59,9,9,0
"英格兰超级联赛","2025-2026","R_14","2025-12-03 04:15","纽卡斯尔联","2-2","托特纳姆热刺","0-0","","","",46,32,6,1,5
"巴西甲组联赛","2025","R_37","2025-12-03 06:00","瓦斯科达伽马","0-2","米拉索","0-0","","","",38,56,3,4,-1
"巴西甲组联赛","2025","R_37","2025-12-03 08:30","格雷米奥","1-2","弗鲁米嫩塞","0-1","","","",41,48,6,7,-1
"西班牙甲组联赛","2025-2026","R_19","2025-12-04 02:00","毕尔巴鄂竞技","0-3","皇家马德里","0-2","","","",49,68,6,3,3
"英格兰超级联赛","2025-2026","R_14","2025-12-04 03:30","阿森纳","2-0","布伦特福德","1-0","","","",61,47,5,6,-1
"英格兰超级联赛","2025-2026","R_14","2025-12-04 03:30","布莱顿","3-4","阿斯顿维拉","2-2","","","",52,55,7,9,-2
"英格兰超级联赛","2025-2026","R_14","2025-12-04 03:30","伯恩利","0-1","水晶宫","0-1","","","",10,49,0,4,-4
"英格兰超级联赛","2025-2026","R_14","2025-12-04 03:30","狼队","0-1","诺丁汉森林","0-0","","","",28,36,0,6,-6
"英格兰超级联赛","2025-2026","R_14","2025-12-04 04:15","利兹联","3-1","切尔西","2-0","","","",11,56,0,7,-7
"英格兰超级联赛","2025-2026","R_14","2025-12-04 04:15","利物浦","1-1","桑德兰","0-0","","","",55,25,3,4,-1
"巴西甲组联赛","2025","R_34","2025-12-04 06:00","布拉干蒂诺RB","4-0","维多利亚","2-0","","","",32,36,3,7,-4
"巴西甲组联赛","2025","R_37","2025-12-04 06:00","福塔雷萨","2-1","科林蒂安","1-0","","","",34,39,9,4,5
"巴西甲组联赛","2025","R_37","2025-12-04 06:30","尤文图德","0-3","桑托斯","0-0","","","",27,37,2,5,-3
"巴西甲组联赛","2025","R_37","2025-12-04 07:00","巴伊亚","2-0","累西腓体育","1-0","","","",48,15,4,0,4
"巴西甲组联赛","2025","R_37","2025-12-04 07:00","圣保罗","3-0","巴西国际","2-0","","","",40,32,3,4,-1
"巴西甲组联赛","2025","R_34","2025-12-04 08:30","米内罗竞技","0-3","帕尔梅拉斯","0-2","","","",39,57,1,2,-1
"巴西甲组联赛","2025","R_37","2025-12-04 08:30","弗拉门戈","1-0","塞阿拉","1-0","","","",61,35,4,1,3
"荷兰乙组联赛","2025-2026","R_4","2025-12-05 03:20","维迪斯","1-2","格拉夫夏普","1-1","","","",22,28,4,6,-2
"英格兰超级联赛","2025-2026","R_14","2025-12-05 04:00","曼彻斯特联","1-1","西汉姆联","0-0","","","",37,28,4,4,0
"巴西甲组联赛","2025","R_37","2025-12-05 06:30","克鲁塞罗","2-2","博塔弗戈","1-0","","","",59,51,5,7,-2
"德国乙组联赛","2025-2026","R_15","2025-12-06 01:30","杜塞尔多夫","0-2","沙尔克04","0-1","","","",14,31,3,7,-4
"德国乙组联赛","2025-2026","R_15","2025-12-06 01:30","普鲁士明斯特","2-2","汉诺威96","0-1","","","",18,27,4,6,-2
"法国甲组联赛","2025-2026","R_15","2025-12-06 02:00","布雷斯特","1-0","摩纳哥","1-0","","","",41,53,6,3,3
"法国乙组联赛","2025-2026","R_16","2025-12-06 03:00","巴斯蒂亚","腰斩|腰斬|Interupt","红星","","","","",7,28,0,5,-5
"法国乙组联赛","2025-2026","R_16","2025-12-06 03:00","克莱蒙","1-1","布洛涅","0-0","","","",28,15,4,5,-1
"法国乙组联赛","2025-2026","R_16","2025-12-06 03:00","格勒诺布尔","1-0","南锡","0-0","","","",17,15,6,0,6
"法国乙组联赛","2025-2026","R_16","2025-12-06 03:00","甘冈","0-3","阿纳西","0-1","","","",23,19,7,4,3
"法国乙组联赛","2025-2026","R_16","2025-12-06 03:00","勒芒","1-0","亚眠","1-0","","","",24,15,7,0,7
"荷兰甲组联赛","2025-2026","R_15","2025-12-06 03:00","SBV精英","0-2","格罗宁根","0-0","","","",16,20,6,1,5
"荷兰乙组联赛","2025-2026","R_19","2025-12-06 03:00","FC埃因霍温","4-0","埃因霍温青年队","4-0","","","",18,31,4,4,0
